;;;;;;;
Anexo I - FDCA Fundos Habilitados 2023;;;;;;;
;;;;;;;
N�;CNPJ;IBGE;UF;Munic�pio/Estado;Banco;Ag�ncia;Conta
3178;18816381000147;3500709;SP;Agudos;001;0631;0000000000000025102X
3179;27335929000128;3501004;SP;Altin�polis;001;1422;00000000000000003360
3180;14302810000107;3501152;SP;Alum�nio;001;0943;00000000000001079794
3181;24942105000128;3501202;SP;�lvares Florence;001;6714;00000000000000075752
3182;28591076000158;3501301;SP;�lvares Machado;001;0890;00000000000000163414
3183;18795077000160;3501400;SP;�lvaro de Carvalho;001;6706;00000000000000060992
3184;27965159000105;3501509;SP;Alvinl�ndia;001;6877;00000000000000067733
3185;18475932000156;3501608;SP;Americana;001;0319;00000000000000767603
3186;18462198000190;3501707;SP;Am�rico Brasiliense;001;4562;00000000000000147966
3187;23612083000175;3501806;SP;Am�rico de Campos;001;0268;00000000000000428310
3188;15437097000171;3501905;SP;Amparo;001;0456;00000000000000503630
3189;21236107000103;3502002;SP;Anal�ndia;104;0334;00000000000060000707
3190;16509870000120;3502101;SP;Andradina;104;0280;00000000000000000828
3191;18634676000100;3502200;SP;Angatuba;001;6573;00000000000000075272
3192;19171992000148;3502408;SP;Anhumas;001;6889;00000000000000057746
3193;21045815000167;3502705;SP;Apia�;104;3854;00000000000000001334
3194;18335386000158;3502754;SP;Ara�ariguama;001;7064;00000000000000109622
3195;17251225000113;3502804;SP;Ara�atuba;001;0179;0000000000000067009X
3196;18316482000159;3502903;SP;Ara�oiaba da Serra;104;2025;00000000000000000192
3197;07457905000134;3503158;SP;Arape�;001;0515;00000000000450001801
3198;17837230000102;3503208;SP;Araraquara;001;0082;00000000000000837318
3199;15766818000197;3503307;SP;Araras;001;0341;00000000000000594555
3200;21263761000106;3503406;SP;Arealva;001;6798;00000000000001300911
3201;28226291000150;3503604;SP;Arei�polis;001;6892;00000000000000133728
3202;22450082000109;3503703;SP;Ariranha;001;6659;00000000000000097500
3203;18100717000170;3503802;SP;Artur Nogueira;001;1475;00000000000000325783
3204;24824890000114;3503901;SP;Aruj�;001;1476;0000000000000037847X
3205;17832732000140;3504008;SP;Assis;001;0223;00000000000000449660
3206;17836562000172;3504107;SP;Atibaia;001;6554;00000000000000073547
3207;29562374000182;3504404;SP;Avanhandava;001;6672;00000000000000095680
3208;15380482000120;3504503;SP;Avar�;001;0203;00000000000000348430
3209;18064009000121;3504602;SP;Bady Bassitt;001;7013;00000000000000072508
3210;19543682000107;3504909;SP;Bananal;001;1490;00000000000000142123
3211;18339262000140;3505005;SP;Bar�o de Antonina;001;2177;00000000000000172170
3212;26464454000107;3505203;SP;Bariri;001;0198;00000000000000180122
3213;21223522000122;3505302;SP;Barra Bonita;001;0896;00000000000000264598
3214;17755994000159;3505401;SP;Barra do Turvo;001;4671;00000000000000116661
3215;19011652000150;3505500;SP;Barretos;001;0031;00000000000000464880
3216;15449371000122;3505708;SP;Barueri;104;0738;00000000000000000266
3217;20090147000127;3505807;SP;Bastos;104;1188;00000000000000001487
3218;17844354000115;3505906;SP;Batatais;001;0351;00000000000000800007
3219;14628873000158;3506003;SP;Bauru;001;6919;00000000000001050451
3220;17838326000195;3506102;SP;Bebedouro;001;0054;00000000000001302515
3221;20025678000136;3506300;SP;Bernardino de Campos;001;4635;00000000000001077058
3222;18702767000128;3506359;SP;Bertioga;104;2728;00000000000000000941
3223;17951177000176;3506508;SP;Birigui;001;0348;00000000000000777293
3224;26329109000160;3506805;SP;Bocaina;001;6670;00000000000000088625
3225;44062608000116;3506904;SP;Bofete;104;2965;00000000000000710204
3226;18530465000110;3507001;SP;Boituva;001;1649;00000000000002000024
3227;22538600000140;3507100;SP;Bom Jesus dos Perd�es;001;6554;0000000000000130187X
3228;19331392000108;3507209;SP;Bor�;001;0105;00000000000000272590
3229;21350875000193;3507308;SP;Borac�ia;104;0287;00000000000600000088
3230;27106132000159;3507407;SP;Borborema;001;1656;00000000000000139831
3231;23214670000106;3507456;SP;Borebi;001;0631;00000000000001090585
3232;18048096000123;3507506;SP;Botucatu;001;0079;00000000000000564087
3233;19064347000126;3507605;SP;Bragan�a Paulista;001;0167;00000000000000670138
3234;19096230000124;3507803;SP;Brodowski;001;4634;00000000000000120006
3235;20038115000182;3507902;SP;Brotas;001;1667;00000000000001400010
3236;26004026000100;3508009;SP;Buri;104;0596;00000000000000710661
3237;21109489000104;3508108;SP;Buritama;001;1676;00000000000000147419
3238;24704758000179;3508306;SP;Cabr�lia Paulista;001;6723;00000000000000055999
3239;20443822000154;3508504;SP;Ca�apava;104;0295;00000000000000000510
3240;18620890000108;3508603;SP;Cachoeira Paulista;001;3029;00000000000000223131
3241;29909644000189;3508702;SP;Caconde;001;1691;00000000000000078344
3242;23364498000177;3508801;SP;Cafel�ndia;001;0114;00000000000000132144
3243;19124613000169;3509007;SP;Caieiras;104;2106;00000000000060000419
3244;17149864000172;3509205;SP;Cajamar;104;0546;00000000000000000823
3245;17662355000149;3509254;SP;Cajati;001;4671;00000000000000115800
3246;23663524000168;3509304;SP;Cajobi;001;3031;00000000000000114006
3247;19940795000146;3509403;SP;Cajuru;001;1703;00000000000000139394
3248;17826904000173;3509502;SP;Campinas;001;4203;00000000000000739502
3249;19209184000122;3509601;SP;Campo Limpo Paulista;104;1189;00000000000000000737
3250;20016783000109;3509700;SP;Campos do Jord�o;001;0905;00000000000000000009
3251;21901140000100;3509809;SP;Campos Novos Paulista;001;6797;00000000000000064122
3252;17671410000167;3509908;SP;Canan�ia;001;2193;00000000000000158801
3253;20079876000182;3510005;SP;C�ndido Mota;001;1729;00000000000000032417
3254;26437166000163;3510104;SP;C�ndido Rodrigues;001;6913;00000000000000200018
3255;21880223000160;3510153;SP;Canitar;001;0379;00000000000000526533
3256;19413788000196;3510203;SP;Cap�o Bonito;001;0840;00000000000000230316
3257;18786357000102;3510302;SP;Capela do Alto;001;6776;00000000000000106567
3258;18090622000113;3510401;SP;Capivari;001;0699;00000000000000323519
3259;18249578000141;3510500;SP;Caraguatatuba;001;1741;00000000000000308447
3260;18317601000198;3510609;SP;Carapicu�ba;001;1008;00000000000001600028
3261;22038505000188;3510807;SP;Casa Branca;001;0418;00000000000001080164
3262;42995859000128;3511003;SP;Castilho;001;6890;00000000000000159239
3263;17753701000102;3511102;SP;Catanduva;001;0050;00000000000012455547
3264;21631179000155;3511300;SP;Cedral;001;6760;00000000000000077917
3265;17808447000194;3511409;SP;Cerqueira C�sar;104;4206;00000000000000000221
3266;18786225000180;3511508;SP;Cerquilho;001;1768;00000000000000251305
3267;18808791000146;3511607;SP;Ces�rio Lange;001;6876;0000000000000013628X
3268;18239890000154;3511706;SP;Charqueada;001;3668;00000000000000124109
3269;19040699000141;3557204;SP;Chavantes;001;0055;00000000000001111116
3270;19753725000189;3511904;SP;Clementina;001;0348;00000000000000864749
3271;23485407000151;3512001;SP;Colina;001;6762;00000000000000111201
3272;18472587000105;3512209;SP;Conchal;001;1790;00000000000000188557
3273;21260882000102;3512407;SP;Cordeir�polis;001;4146;00000000000001079484
3274;22275658000149;3512605;SP;Coronel Macedo;001;2712;00000000000000199206
3275;31739075000112;3512704;SP;Corumbata�;001;6724;00000000000000070629
3276;17338092000117;3512803;SP;Cosm�polis;001;2012;00000000000001069632
3277;24111022000197;3512902;SP;Cosmorama;001;0268;00000000000000459070
3278;13540277000159;3513009;SP;Cotia;001;0916;00000000000000740314
3279;21604296000120;3513108;SP;Cravinhos;001;1210;00000000000000156965
3280;18202075000110;3513207;SP;Cristais Paulista;001;0053;0000000000000550287X
3281;18967654000154;3513306;SP;Cruz�lia;001;4310;00000000000001065734
3282;27153695000106;3513405;SP;Cruzeiro;001;0449;00000000000000026115
3283;17867323000180;3513504;SP;Cubat�o;104;0301;00000000000000001258
3284;18353613000178;3513603;SP;Cunha;104;4356;00000000000000000023
3285;20413834000136;3513702;SP;Descalvado;104;0595;00000000006000710089
3286;02296063000162;3513801;SP;Diadema;104;0248;00000000000060007101
3287;23526710000155;3513850;SP;Dirce Reis;001;0411;00000000000000319457
3288;28639335000173;3513900;SP;Divinol�ndia;001;2026;00000000000000126535
3289;22079176000113;3514007;SP;Dobrada;104;0598;00000000000000000851
3290;19049314000107;3514106;SP;Dois C�rregos;001;1396;00000000000020130201
3291;17776011000160;3514403;SP;Dracena;001;0373;00000000000000222216
3292;21052326000132;3514502;SP;Duartina;001;2034;00000000000000180173
3293;19025979000180;3514700;SP;Echapor�;001;6689;00000000000000083852
3294;17873156000180;3514809;SP;Eldorado;001;2193;00000000000000154857
3295;19805764000182;3514908;SP;Elias Fausto;001;3102;00000000000000152242
3296;19087344000108;3515004;SP;Embu das Artes;001;2038;00000000000000518336
3297;17774716000149;3515103;SP;Embu-Gua�u;001;4584;00000000000000761974
3298;22122838000190;3515152;SP;Engenheiro Coelho;001;3104;00000000000000185361
3299;20002827000141;3515186;SP;Esp�rito Santo do Pinhal;001;0474;00000000000001085328
3300;19156964000151;3515194;SP;Esp�rito Santo do Turvo;104;0343;00000000000000710398
3301;13885657000125;3500000;SP;Estado de S�o Paulo;001;1897;00000000000000089478
3302;20967340000101;3557303;SP;Estiva Gerbi;001;4483;00000000000000103438
3303;23659506000102;3515202;SP;Estrela d'Oeste;001;2050;00000000000001081926
3304;25282251000137;3515350;SP;Euclides da Cunha Paulista;001;4474;00000000000000137936
3305;20848647000185;3515400;SP;Fartura;104;1173;00000000000000001337
3306;25376283000100;3515608;SP;Fernando Prestes;001;6679;00000000000000082279
3307;17640860000192;3515509;SP;Fernand�polis;104;0303;00000000000000002158
3308;16704429000108;3515707;SP;Ferraz de Vasconcelos;001;7021;00000000000000155411
3309;19307035000104;3516101;SP;Flor�nea;001;4310;00000000000000097462
3310;18672244000186;3516200;SP;Franca;001;0053;0000000000000077555X
3311;28368647000190;3516309;SP;Francisco Morato;001;2792;00000000000000325546
3312;20488149000179;3516408;SP;Franco da Rocha;001;2072;00000000000001319655
3313;33278385000102;3516606;SP;G�lia;001;0226;00000000000000007652
3314;19182274000177;3516705;SP;Gar�a;001;0290;0000000000000024922X
3315;21246813000136;3517000;SP;Getulina;001;2080;00000000000001066404
3316;43263168000100;3517109;SP;Glic�rio;001;6671;0000000000000007473X
3317;08542548000175;3517406;SP;Gua�ra;001;0475;0000000000000400101X
3318;27170369000107;3517505;SP;Guapia�u;104;3425;00000000000000710014
3319;20278556000151;3517703;SP;Guar�;001;2092;00000000000000154881
3320;36577274000195;3517901;SP;Guaraci;001;0165;00000000000000393207
3321;25306490000180;3518008;SP;Guarani d'Oeste;001;4022;00000000000000341320
3322;21039689000138;3518206;SP;Guararapes;001;0432;00000000000001073664
3323;15794272000188;3518305;SP;Guararema;104;4850;00000000000000000061
3324;18980042000100;3518404;SP;Guaratinguet�;104;0306;00000000000000000828
3325;26536291000120;3518503;SP;Guare�;001;6728;00000000000000138177
3326;19080676000160;3518602;SP;Guariba;001;4585;00000000000001075934
3327;17710747000136;3518701;SP;Guaruj�;104;0979;00000000006000001123
3328;14342434000184;3518800;SP;Guarulhos;001;4770;00000000000000069078
3329;31694682000103;3518909;SP;Guzol�ndia;001;1481;00000000000000163465
3330;19047567000141;3519071;SP;Hortol�ndia;001;1593;00000000000000375241
3331;18874722000130;3519105;SP;Iacanga;001;4586;00000000000000132012
3332;19154059000162;3519204;SP;Iacri;001;0133;00000000000000310638
3333;18011413000137;3519253;SP;Iaras;001;4092;00000000000000057398
3334;14427331000117;3519303;SP;Ibat�;001;3144;00000000000000167576
3335;24546507000103;3519402;SP;Ibir�;104;1170;00000000000000061497
3336;16953687000110;3519501;SP;Ibirarema;001;6787;00000000000000063738
3337;21239888000190;3519600;SP;Ibitinga;001;0505;00000000000000286109
3338;18200836000103;3519709;SP;Ibi�na;001;0825;0000000000000030638X
3339;18076176000192;3519808;SP;Ic�m;001;6873;00000000000000076422
3340;19079909000105;3519907;SP;Iep�;001;2120;00000000000000111309
3341;21310881000117;3520004;SP;Igara�u do Tiet�;001;6867;00000000000000129496
3342;08143766000137;3520103;SP;Igarapava;001;0419;00000000000000007811
3343;18904505000146;3520301;SP;Iguape;001;4656;00000000000000167495
3344;19314666000142;3520426;SP;Ilha Comprida;001;4656;00000000000000163961
3345;21992443000186;3520442;SP;Ilha Solteira;001;2833;00000000000001302345
3346;15458948000162;3520400;SP;Ilhabela;001;4694;00000000000000076988
3347;17820984000150;3520509;SP;Indaiatuba;104;0897;00000000000000062329
3348;21226860000118;3520707;SP;Indiapor�;001;2134;00000000000000106534
3349;28039779000178;3520806;SP;In�bia Paulista;001;6894;00000000000000063029
3350;19140028000152;3520905;SP;Ipaussu;001;6635;00000000000000094250
3351;30692399000180;3521101;SP;Ipe�na;001;4587;00000000000000111627
3352;21365353000165;3521150;SP;Ipigu�;001;0057;00000000000000725153
3353;19428723000114;3521200;SP;Iporanga;001;3637;00000000000000243779
3354;18607835000170;3521309;SP;Ipu�;001;3156;00000000000000186074
3355;17329254000150;3521408;SP;Iracem�polis;001;4565;00000000000000127523
3356;21904251000170;3521606;SP;Irapuru;001;6735;00000000000000500003
3357;16688989000108;3521705;SP;Itaber�;001;2145;00000000000000129747
3358;20618460000195;3521804;SP;Ita�;001;2155;0000000000000016836X
3359;23562673000130;3521903;SP;Itajobi;001;2158;0000000000000018392X
3360;22813560000106;3522000;SP;Itaju;001;6895;00000000000000077275
3361;18726007000150;3522109;SP;Itanha�m;104;0742;00000000000000710028
3362;19062490000189;3522208;SP;Itapecerica da Serra;104;0981;00000000000000001795
3363;18249361000131;3522307;SP;Itapetininga;104;0307;00000000000000001480
3364;18599038000198;3522406;SP;Itapeva;001;0510;00000000000000358266
3365;23878776000104;3522505;SP;Itapevi;001;2171;00000000000000365513
3366;20168643000156;3522604;SP;Itapira;104;0308;00000000000000000756
3367;21626045000146;3522703;SP;It�polis;104;0309;00000000000000006611
3368;28782125000130;3522901;SP;Itapu�;001;6645;00000000000006000002
3369;16778061000114;3523107;SP;Itaquaquecetuba;001;6882;00000000000001390007
3370;18217362000102;3523206;SP;Itarar�;104;0310;00000000000000000536
3371;20390624000170;3523305;SP;Itariri;001;2436;00000000000000460001
3372;18651720000182;3523404;SP;Itatiba;001;0799;00000000000000500372
3373;24355693000101;3523503;SP;Itatinga;001;6581;00000000000003002012
3374;19321642000110;3523800;SP;Itobi;104;0905;00000000000000710023
3375;18026600000194;3523909;SP;Itu;001;0354;00000000000000600695
3376;26419467000164;3524006;SP;Itupeva;104;3476;00000000000000710454
3377;18074589000138;3524105;SP;Ituverava;001;0156;00000000000001400053
3378;17784374000148;3524303;SP;Jaboticabal;001;0269;00000000000000422983
3379;18597761000138;3524402;SP;Jacare�;001;0683;00000000000000733342
3380;32033160000123;3524501;SP;Jaci;001;6916;00000000000000000965
3381;14298351000135;3524600;SP;Jacupiranga;001;2193;00000000000000146862
3382;18559547000197;3524709;SP;Jaguari�na;001;2200;00000000000001500007
3383;21008162000146;3524808;SP;Jales;001;0411;00000000000000307009
3384;19936836000120;3525102;SP;Jardin�polis;001;2211;00000000000001199366
3385;16971158000149;3525300;SP;Ja�;001;0027;00000000000000930008
3386;18004654000159;3525409;SP;Jeriquara;104;4894;00000000000000000134
3387;20093710000110;3525706;SP;Jos� Bonif�cio;001;0937;00000000000000346136
3388;18507737000160;3525805;SP;J�lio Mesquita;001;6712;00000000000000062685
3389;17498120000163;3525904;SP;Jundia�;104;0316;00000000000000000520
3390;18941801000117;3526001;SP;Junqueir�polis;001;0938;00000000000001075160
3391;17060615000106;3526100;SP;Juqui�;104;4350;00000000000000000128
3392;20618655000135;3526209;SP;Juquitiba;104;3726;00000000000000000277
3393;28584748000106;3526407;SP;Laranjal Paulista;001;2246;00000000000000395005
3394;27658935000116;3526506;SP;Lav�nia;001;0448;0000000000000019591X
3395;21200387000108;3526704;SP;Leme;001;7668;00000000000000374326
3396;18114377000137;3526803;SP;Len��is Paulista;001;0573;00000000000001350811
3397;17371875000100;3526902;SP;Limeira;001;0216;0000000000000150150X
3398;20887043000148;3527108;SP;Lins;001;0058;0000000000000072839X
3399;19040936000174;3527207;SP;Lorena;001;0857;00000000000000498165
3400;17687196000137;3527306;SP;Louveira;001;2254;00000000000000220442
3401;21116872000190;3527405;SP;Luc�lia;001;0279;00000000000000400009
3402;21221511000103;3527504;SP;Lucian�polis;001;6868;00000000000000000906
3403;17955058000191;3527603;SP;Lu�s Ant�nio;104;4893;00000000000060000015
3404;46162693000110;3527900;SP;Lut�cia;001;7652;00000000000000010081
3405;27637475000140;3528007;SP;Macatuba;104;1856;00000000000000710047
3406;20437152000163;3528106;SP;Macaubal;001;3686;00000000000001300032
3407;23567744000198;3528205;SP;Maced�nia;001;0402;00000000000000334839
3408;19121479000142;3528403;SP;Mairinque;104;2178;00000000000000000527
3409;19594018000197;3528502;SP;Mairipor�;104;1103;00000000000000000320
3410;18147955000131;3528601;SP;Manduri;001;6788;00000000000000068888
3411;18286223000122;3528809;SP;Maraca�;001;1397;00000000000001072927
3412;17838522000160;3529005;SP;Mar�lia;001;0141;00000000000000642525
3413;24290376000146;3529203;SP;Martin�polis;001;0310;00000000000001154095
3414;14584050000178;3529302;SP;Mat�o;001;0134;00000000000001010204
3415;20938146000190;3529401;SP;Mau�;104;0659;00000000006000000720
3416;18117667000134;3529500;SP;Mendon�a;001;0937;00000000000001079484
